,Symbol,Name,Industry,IndustryCode
426,ROIV,Roivant Sciences Ltd,생명과학 및 메디컬 리서치,562020
427,FOXF,Fox Factory Holding Corp,자동차 및 자동차 부품,531010
428,SMPL,Simply Good Foods Co,식품 및 담배,541020
429,RUM,Rumble Inc Class A,기타 금융업,556010
430,AVT,Avnet Inc,전자 장비 및 부품,571040
431,VIRT,Virtu Financial Inc Class A,투자은행 및 서비스,551020
432,BECN,Beacon Roofing Supply Inc,주택건설,532030
433,ZD,Ziff Davis Inc,소프트웨어 및 IT서비스,572010
434,APPN,Appian Corp Class A,소프트웨어 및 IT서비스,572010
435,PRVA,Privia Health Group Inc,헬스케어 업체 및 서비스,561020
436,BILI,Bilibili Inc ADR,소프트웨어 및 IT서비스,572010
437,RMBS,Rambus Inc,반도체 및 반도체 장비,571010
438,PCH,Potlatchdeltic Corp,주택 및 상업용 리츠,601020
439,SYNA,Synaptics Inc,반도체 및 반도체 장비,571010
440,ABCM,Abcam PLC ADR,제약,562010
441,TNDM,Tandem Diabetes Care Inc,헬스케어 장비 및 용품,561010
442,SGML,Sigma Lithium Corp,메탈&마이닝,512010
443,ESGR,Enstar Group Ltd,보험,553010
444,STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
445,MSPR,MSP Recovery Inc Class A,보험,553010
446,ABCB,Ameris Bancorp,은행,551010
447,PECO,Phillips Edison & Co Inc,주택 및 상업용 리츠,601020
448,ASO,Academy Sports and Outdoors Inc,전문품 상점,534030
449,ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
450,HRMY,Harmony Biosciences Holdings Inc,제약,562010
451,OLLI,Ollie's Bargain Outlet Holdings Inc,다양한 소매업,534020
452,TWNK,Hostess Brands Inc Class A,식품 및 담배,541020
453,AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
454,PPBI,Pacific Premier Bancorp Inc,은행,551010
455,STNE,StoneCo Ltd Class A,핀테크,573010
456,PAAS,Pan American Silver Corp,메탈&마이닝,512010
457,EVO,Evotec SE ADR,생명과학 및 메디컬 리서치,562020
458,ACDC,ProFrac Holding Corp Class A,오일 및 가스 장비 및 서비스,501030
459,AZTA,Azenta Inc,생명과학 및 메디컬 리서치,562020
460,VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
461,NCNO,nCino Inc,소프트웨어 및 IT서비스,572010
462,OMCL,Omnicell Inc,헬스케어 장비 및 용품,561010
463,CATY,Cathay General Bancorp,은행,551010
464,AXNX,Axonics Inc,헬스케어 장비 및 용품,561010
465,EBC,Eastern Bankshares Inc,은행,551010
466,NWS,News Corp Class B,미디어 및 출판,533020
467,TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
468,ONEM,1Life Healthcare Inc,헬스케어 업체 및 서비스,561020
469,HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
470,GO,Grocery Outlet Holding Corp,식품 및 약품소매,543010
471,NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
472,SANM,Sanmina Corp,반도체 및 반도체 장비,571010
473,BRP,BRP Group Inc Class A,보험,553010
474,PCVX,Vaxcyte Inc,생명과학 및 메디컬 리서치,562020
475,ABCL,Abcellera Biologics Inc,생명과학 및 메디컬 리서치,562020
476,DIOD,Diodes Inc,반도체 및 반도체 장비,571010
477,FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
478,BL,Blackline Inc,소프트웨어 및 IT서비스,572010
479,STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
480,FHB,First Hawaiian Inc,은행,551010
481,DUOL,Duolingo Inc Class A,소프트웨어 및 IT서비스,572010
482,TXG,10X Genomics Inc Class A,헬스케어 장비 및 용품,561010
483,WOOF,Petco Health and Wellness Company Inc Class A,전문품 상점,534030
484,CORT,Corcept Therapeutics Inc,제약,562010
485,SPWR,SunPower Corp,재생에너지,502010
486,BANF,BancFirst Corp,은행,551010
487,ARLP,Alliance Resource Partners Units,석탄,501010
488,AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
489,LOPE,Grand Canyon Education Inc,교육서비스,631010
490,SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
491,VSAT,Viasat Inc,커뮤니케이션 및 네트워킹,571020
492,BEAM,Beam Therapeutics Inc,생명과학 및 메디컬 리서치,562020
493,PFHC,ProFrac Holding Corp Class A,오일 및 가스 장비 및 서비스,501030
494,AMED,Amedisys Inc,헬스케어 업체 및 서비스,561020
495,IBOC,International Bancshares Corp,은행,551010
496,SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
497,AHCO,Adapthealth Corp,헬스케어 장비 및 용품,561010
498,GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
499,SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
500,GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
501,FULT,Fulton Financial Corp,은행,551010
502,NWE,NorthWestern Corp,전기 유틸리티,591010
503,WB,Weibo Corp ADR Class A,소프트웨어 및 IT서비스,572010
504,PTON,Peloton Interactive Inc Class A,레저 상품,532050
505,PACW,PacWest Bancorp,은행,551010
506,MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
507,SFNC,Simmons First National Corp Class A,은행,551010
508,SRAD,Sportradar Group AG Class A,소프트웨어 및 IT서비스,572010
509,TWKS,Thoughtworks Holding Inc,소프트웨어 및 IT서비스,572010
510,VIR,Vir Biotechnology Inc,생명과학 및 메디컬 리서치,562020
511,AEIS,Advanced Energy Industries Inc,"건설장비 및 대형차, 기차, 배",521020
512,PRTA,Prothena Corporation PLC,생명과학 및 메디컬 리서치,562020
513,HLIO,Helios Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
514,EYE,National Vision Holdings Inc,전문품 상점,534030
515,PEGA,Pegasystems Inc,소프트웨어 및 IT서비스,572010
516,TCBI,Texas Capital Bancshares Inc,은행,551010
517,LAZR,Luminar Technologies Inc Class A,자동차 및 자동차 부품,531010
518,GLNG,Golar LNG Ltd,오일 및 가스 장비 및 서비스,501030
519,PI,Impinj Inc,반도체 및 반도체 장비,571010
520,RARE,Ultragenyx Pharmaceutical Inc,생명과학 및 메디컬 리서치,562020
521,OLPX,Olaplex Holdings Inc,"개인, 가정 용품 및 서비스",542010
522,WFRD,Weatherford International PLC,오일 및 가스 장비 및 서비스,501030
523,LBTYA,Liberty Global PLC Class A,통신 서비스,574010
524,ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
525,WSFS,WSFS Financial Corp,은행,551010
526,FOLD,Amicus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
527,ULCC,Frontier Group Holdings Inc,운송업,524060
528,LFST,Lifestance Health Group Inc,헬스케어 업체 및 서비스,561020
529,NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
530,BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
531,BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
532,SSRM,SSR Mining Inc,메탈&마이닝,512010
533,PSEC,Prospect Capital Corp,다양한 금융서비스,555010
534,AAWW,Atlas Air Worldwide Holdings Inc,화물 및 물류 서비스,524050
535,FWRD,Forward Air Corp,화물 및 물류 서비스,524050
536,INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
537,FRPT,Freshpet Inc,식품 및 담배,541020
538,JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
539,ISEE,IVERIC bio Inc,생명과학 및 메디컬 리서치,562020
540,ENVX,Enovix Corp,"건설장비 및 대형차, 기차, 배",521020
541,CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
542,JJSF,J & J Snack Foods Corp,식품 및 담배,541020
543,MRCY,Mercury Systems Inc,우주항공 및 국방,521010
544,ACIW,ACI Worldwide Inc,핀테크,573010
545,PLXS,Plexus Corp,전자 장비 및 부품,571040
546,BRZE,Braze Inc Class A,소프트웨어 및 IT서비스,572010
547,COOP,Mr Cooper Group Inc,은행,551010
548,OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR Series B,운송 인프라,524070
549,ARRY,Array Technologies Inc,재생에너지,502010
550,CRVL,CorVel Corp,헬스케어 업체 및 서비스,561020
551,CVT,Cvent Holding Corp,소프트웨어 및 IT서비스,572010
552,RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
553,ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
554,PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
555,FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
556,COMM,CommScope Holding Company Inc,커뮤니케이션 및 네트워킹,571020
557,PAYO,Payoneer Global Inc,전문 및 상업 서비스,522030
558,HPK,Highpeak Energy Inc,오일 및 가스 장비 및 서비스,501030
559,COLB,Columbia Banking System Inc,은행,551010
560,HUBG,Hub Group Inc Class A,화물 및 물류 서비스,524050
561,PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
562,FRME,First Merchants Corp,은행,551010
563,PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
564,LESL,Leslie's Inc,전문품 상점,534030
565,IBTX,Independent Bank Group Inc,은행,551010
566,VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
567,XMTR,Xometry Inc Class A,소프트웨어 및 IT서비스,572010
568,IPAR,Inter Parfums Inc,"개인, 가정 용품 및 서비스",542010
569,MLCO,Melco Resorts & Entertainment Ltd ADR,호텔 및 엔터테인먼트,533010
570,JBLU,JetBlue Airways Corp,운송업,524060
571,OTTR,Otter Tail Corp,전기 유틸리티,591010
572,EQRX,EQRx Inc,생명과학 및 메디컬 리서치,562020
573,MEOH,Methanex Corp,화학,511010
574,IMCR,Immunocore Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
575,FLNC,Fluence Energy Inc Class A,"건설장비 및 대형차, 기차, 배",521020
576,NTCT,Netscout Systems Inc,소프트웨어 및 IT서비스,572010
577,CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
578,ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
579,VRRM,Verra Mobility Corp Class A,전문 및 상업 서비스,522030
580,ALHC,Alignment Healthcare Inc,헬스케어 업체 및 서비스,561020
581,DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
582,AUB,Atlantic Union Bankshares Corp,은행,551010
583,WIRE,Encore Wire Corp,"건설장비 및 대형차, 기차, 배",521020
584,CSQ,Calamos Strategic Total Return Closed Fund,다양한 금융서비스,555010
585,SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
586,WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
587,BANR,Banner Corp,은행,551010
588,CALM,Cal-Maine Foods Inc,식품 및 담배,541020
589,WAFD,Washington Federal Inc,은행,551010
590,OZON,Ozon Holdings PLC ADR,다양한 소매업,534020
591,PAGP,Plains GP Holdings LP Class A,오일 및 가스 장비 및 서비스,501030
592,LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
593,MGEE,MGE Energy Inc,전기 유틸리티,591010
594,CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
595,KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
596,FFBC,First Financial Bancorp,은행,551010
597,MXL,Maxlinear Inc,반도체 및 반도체 장비,571010
598,FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
599,RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
600,IOSP,Innospec Inc,화학,511010
601,RKLB,Rocket Lab USA Inc Class A,우주항공 및 국방,521010
602,PROK,ProKidney Corp Class A,생명과학 및 메디컬 리서치,562020
603,TOWN,TowneBank,은행,551010
604,DNUT,Krispy Kreme Inc,호텔 및 엔터테인먼트,533010
605,WSBC,WesBanco Inc,은행,551010
606,MSTR,Microstrategy Inc Class A,소프트웨어 및 IT서비스,572010
607,PCRX,Pacira Biosciences Inc,제약,562010
608,AUR,Aurora Innovation Inc Class A,소프트웨어 및 IT서비스,572010
609,EXTR,Extreme Networks Inc,커뮤니케이션 및 네트워킹,571020
610,ZLAB,Zai Lab Ltd ADR,제약,562010
611,INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
612,MGPI,MGP Ingredients Inc,음료,541010
613,SHOO,Steven Madden Ltd,섬유 및 의류,532020
614,MGRC,McGrath RentCorp,전문 및 상업 서비스,522030
615,XRX,Xerox Holdings Corp,사무기기,571050
616,AMLX,Amylyx Pharmaceuticals Inc,제약,562010
617,TLRY,Tilray Brands Inc,제약,562010
618,VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
619,NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
620,XENE,Xenon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
621,PRFT,Perficient Inc,소프트웨어 및 IT서비스,572010
622,FLYW,Flywire Corp,전문 및 상업 서비스,522030
623,CLBK,Columbia Financial Inc,은행,551010
624,HELE,Helen of Troy Ltd,가정용품,532040
625,SYBT,Stock Yards Bancorp Inc,은행,551010
626,STGW,Stagwell Inc Class A,미디어 및 출판,533020
627,PLMR,Palomar Holdings Inc,보험,553010
628,TRMD,Torm PLC Class A,오일 및 가스 장비 및 서비스,501030
629,ICFI,ICF International Inc,전문 및 상업 서비스,522030
630,SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
631,NVEE,NV5 Global Inc,건설 및 엔지니어링,522010
632,RNST,Renasant Corp,은행,551010
633,TRMK,Trustmark Corp,은행,551010
634,AVAV,AeroVironment Inc,우주항공 및 국방,521010
635,VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
636,GBDC,Golub Capital Bdc Inc,투자은행 및 서비스,551020
637,BCRX,BioCryst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
638,ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
639,IBRX,Immunitybio Inc,생명과학 및 메디컬 리서치,562020
640,ATSG,Air Transport Services Group Inc,화물 및 물류 서비스,524050
641,VERV,Verve Therapeutics Inc,생명과학 및 메디컬 리서치,562020
642,SRNG,Soaring Eagle Acquisition Corp Class A,기타 금융업,556010
643,URBN,Urban Outfitters Inc,전문품 상점,534030
644,PRGS,Progress Software Corp,소프트웨어 및 IT서비스,572010
645,OLK,Olink Holding AB (publ) ADR,사무기기,571050
646,LGIH,LGI Homes Inc,주택건설,532030
647,PAX,Patria Investments Ltd Class A,투자은행 및 서비스,551020
648,CSIQ,Canadian Solar Inc,재생에너지,502010
649,TLND,Talend SA ADR,소프트웨어 및 IT서비스,572010
650,MNTK,Montauk Renewables Inc,전기 유틸리티,591010
651,NVMI,Nova Ltd,반도체 및 반도체 장비,571010
652,HTLF,Heartland Financial USA Inc,은행,551010
653,AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
654,FA,First Advantage Corp,전문 및 상업 서비스,522030
655,RUSHA,Rush Enterprises Inc Class A,전문품 상점,534030
656,WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
657,GDRX,Goodrx Holdings Inc Class A,소프트웨어 및 IT서비스,572010
658,PSMT,PriceSmart Inc,다양한 소매업,534020
659,RXDX,Prometheus Biosciences Inc,생명과학 및 메디컬 리서치,562020
660,TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
661,CTKB,Cytek Biosciences Inc,헬스케어 장비 및 용품,561010
662,LAUR,Laureate Education Inc,교육서비스,631010
663,UDMY,Udemy Inc,소프트웨어 및 IT서비스,572010
664,BLMN,Bloomin' Brands Inc,호텔 및 엔터테인먼트,533010
665,LKFN,Lakeland Financial Corp,은행,551010
666,NAVI,Navient Corp,은행,551010
667,PRCT,Procept Biorobotics Corp,헬스케어 장비 및 용품,561010
668,SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
669,CVCO,Cavco Industries Inc,주택건설,532030
670,NBTB,NBT Bancorp Inc,은행,551010
671,CSGS,CSG Systems International Inc,소프트웨어 및 IT서비스,572010
672,FATE,Fate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
673,CRDO,Credo Technology Group Holding Ltd,반도체 및 반도체 장비,571010
674,ZG,Zillow Group Inc Class A,부동산 운영 관리,601010
675,TASK,Taskus Inc Class A,전문 및 상업 서비스,522030
676,EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
677,AKRO,Akero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
678,CD,Chindata Group Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
679,CRCT,Cricut Inc Class A,통합 하드웨어 및 소프트웨어,571070
680,VCTR,Victory Capital Holdings Inc Class A,투자은행 및 서비스,551020
681,CERT,Certara Inc,소프트웨어 및 IT서비스,572010
682,EFSC,Enterprise Financial Services Corp,은행,551010
683,ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
684,PRME,Prime Medicine Inc,생명과학 및 메디컬 리서치,562020
685,AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
686,TRUP,Trupanion Inc,보험,553010
687,CSWI,CSW Industrials Inc,화학,511010
688,PACB,Pacific Biosciences of California Inc,헬스케어 장비 및 용품,561010
689,THRM,Gentherm Inc,자동차 및 자동차 부품,531010
690,KRYS,Krystal Biotech Inc,생명과학 및 메디컬 리서치,562020
691,AXSM,Axsome Therapeutics Inc,생명과학 및 메디컬 리서치,562020
692,TIGO,Millicom International Cellular SA,통신 서비스,574010
693,RELY,Remitly Global Inc,전문 및 상업 서비스,522030
694,ARCB,ArcBest Corp,화물 및 물류 서비스,524050
695,SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
696,GTXAP,GARRETT MOTION Pref Shs,자동차 및 자동차 부품,531010
697,SHC,Sotera Health Co,전문 및 상업 서비스,522030
698,EVGO,EVgo Inc Class A,전기 유틸리티,591010
699,GOGO,Gogo Inc,통신 서비스,574010
700,SITM,SiTime Corp,반도체 및 반도체 장비,571010
701,ACLS,Axcelis Technologies Inc,반도체 및 반도체 장비,571010
702,YY,JOYY Inc ADR,소프트웨어 및 IT서비스,572010
703,PTVE,Pactiv Evergreen Inc,용기 및 포장,513020
704,XPEL,Xpel Inc,자동차 및 자동차 부품,531010
705,TCBK,Trico Bancshares,은행,551010
706,TTGT,TechTarget Inc,소프트웨어 및 IT서비스,572010
707,ODP,ODP Corp,전문품 상점,534030
708,VRNS,Varonis Systems Inc,소프트웨어 및 IT서비스,572010
709,TWST,Twist Bioscience Corp,제약,562010
710,VTYX,Ventyx Biosciences Inc,생명과학 및 메디컬 리서치,562020
711,NWBI,Northwest Bancshares Inc,은행,551010
712,STER,Sterling Check Corp,전문 및 상업 서비스,522030
713,SBCF,Seacoast Banking Corporation of Florida,은행,551010
714,SIMO,Silicon Motion Technology Corp ADR,반도체 및 반도체 장비,571010
715,JACK,Jack in the Box Inc,호텔 및 엔터테인먼트,533010
716,NUVL,Nuvalent Inc Class A,생명과학 및 메디컬 리서치,562020
717,SNEX,Stonex Group Inc,투자은행 및 서비스,551020
718,SBLK,Star Bulk Carriers Corp,화물 및 물류 서비스,524050
719,SUPN,Supernus Pharmaceuticals Inc,제약,562010
720,PLAY,Dave & Buster's Entertainment Inc,호텔 및 엔터테인먼트,533010
721,AMPL,Amplitude Inc Class A,소프트웨어 및 IT서비스,572010
